building_type,area_sqm,floors,location,quality_grade,foundation_type,roof_type,has_basement,has_elevator,has_parking,labor_rate,material_cost_index,total_cost
Residential,9750.452305253153,28,Suburban,Luxury,Pile,Flat,1,1,0,46.706620116636685,1.4601144967520154,57625768.191619016
Commercial,6538.224294834675,1,Suburban,Standard,Pile,Flat,0,1,1,28.11045771486753,1.3565510168268147,6147392.127366678
Commercial,2075.470264198537,8,Suburban,Standard,Pile,Pitched,0,1,0,44.68280729096996,0.9268751788860864,2338587.6858899617
Commercial,6834.259600069784,37,Suburban,Standard,Concrete,Pitched,0,1,0,35.5497176911947,1.2984055728387138,28411959.044478472
Residential,814.7642488938409,32,Suburban,Luxury,Pile,Flat,0,0,1,33.85419444686056,1.06947110584629,3995090.724974657
Industrial,403.45977183748005,48,Urban,Luxury,Pile,Dome,1,0,1,29.43302317434216,1.0816062746534232,4104314.3716330826
Residential,2651.0605962610152,43,Rural,Luxury,Pile,Dome,0,0,1,37.42905759894778,1.3483030647072065,14896175.588636661
Industrial,4679.967271719232,37,Suburban,Premium,Pile,Pitched,0,1,0,41.896673531107936,1.4739493655865126,30898137.384823393
Residential,8695.897803542966,4,Rural,Premium,Pile,Dome,0,0,0,32.32798714888275,0.8886591109930357,6534060.398612108
Industrial,7298.973790686449,30,Suburban,Standard,Pile,Dome,1,1,0,38.876575790248765,1.0944411658151736,16103648.58603836
Residential,7452.794559879812,6,Suburban,Luxury,Concrete,Pitched,0,0,0,40.97938763465911,1.1366591256590124,15971114.915618254
Commercial,4312.384011035946,46,Urban,Standard,Pile,Dome,0,0,0,41.33365451045857,1.0634182718684984,24583205.148302715
Residential,3524.756426214933,19,Urban,Luxury,Pile,Pitched,0,1,1,21.55898294393541,1.0542323866013574,14426788.72619181
Industrial,3773.283753547567,32,Rural,Luxury,Slab,Flat,0,1,1,45.792434170552006,0.8365880672931176,12367513.723964585
Residential,9877.730680986973,9,Urban,Luxury,Concrete,Pitched,1,0,0,33.74759944295144,1.2798770343938364,29444195.63897831
Residential,497.08099498357655,12,Urban,Premium,Concrete,Flat,0,0,0,27.872482450886434,1.1053500919840318,1037434.8022748422
Residential,8683.611811612242,11,Rural,Premium,Concrete,Flat,0,0,0,27.25293522439045,0.9363556618507487,11485358.778323002
Commercial,5828.886544866695,46,Urban,Luxury,Concrete,Dome,1,0,0,34.490423385318515,1.3712234516114479,73188853.33193956
Residential,4442.2926499769455,16,Suburban,Standard,Pile,Dome,1,1,0,46.60494618406878,1.3617925237061397,9928998.30642899
Commercial,7280.050838109852,1,Rural,Luxury,Pile,Dome,1,0,1,31.35042745047941,1.1404741396622256,10208143.626193395
Commercial,4918.022520104558,45,Rural,Luxury,Slab,Pitched,0,1,1,42.4917724035063,1.0089154628034325,28588478.195878394
Residential,8746.890057008439,21,Suburban,Standard,Slab,Dome,1,1,1,22.90456192961656,1.2466649080575167,17523851.420827936
Residential,9016.948453711459,30,Urban,Luxury,Concrete,Flat,0,0,0,34.28170106453185,1.001706495044182,40130815.13755181
Residential,4275.037176047209,13,Rural,Standard,Slab,Dome,1,1,0,49.75058421178207,0.9652055512265985,4316662.0981966425
Industrial,2840.5951926270104,34,Rural,Premium,Slab,Dome,0,0,1,43.113134083770106,1.3113602578184287,9605549.196093
Residential,5964.268253074286,4,Suburban,Premium,Concrete,Pitched,1,1,1,26.31585465321839,0.8282276678046655,5253445.4024356445
Commercial,9132.397121605241,28,Suburban,Standard,Concrete,Pitched,0,1,0,35.04324421093732,0.8663379297242157,22794216.307215903
Residential,2185.555671156099,38,Urban,Premium,Slab,Flat,1,0,1,27.008742909457,0.8047517218165129,7360837.260497265
Industrial,6267.36917727848,31,Rural,Premium,Pile,Pitched,0,1,1,32.28682781787528,0.9070602305327984,17555959.67138639
Residential,6352.446178915953,27,Urban,Standard,Slab,Dome,0,1,0,43.40252071204894,0.8482930060973217,9779863.960891156
Industrial,7357.818921911282,5,Urban,Premium,Slab,Pitched,0,0,1,43.13674445871211,1.497061657445943,19103995.030550126
Industrial,1402.5200827598721,25,Suburban,Luxury,Pile,Flat,0,1,1,26.84301133707155,1.0021669789678627,4963065.577411893
Residential,7186.667150352677,3,Rural,Luxury,Pile,Dome,0,1,1,47.66669954464581,0.9044876088684731,6479886.854570501
Commercial,9099.421954589845,33,Rural,Standard,Concrete,Flat,0,0,0,37.7770454829448,0.9686973805971426,21050330.176414628
Industrial,1878.8627778153955,4,Rural,Premium,Concrete,Pitched,0,0,1,31.397728728860436,1.4552879000780943,2646694.5702646435
Residential,2451.6789167463885,25,Suburban,Luxury,Slab,Pitched,0,1,1,35.05806742342582,1.164112156117077,11433799.999805855
Residential,9716.811431012233,20,Suburban,Luxury,Pile,Flat,1,1,1,38.15213760313231,1.0553726674155,29599240.83717911
Commercial,1891.6718318239487,34,Suburban,Premium,Concrete,Dome,0,1,0,36.796715955373564,1.4113740205364536,11458942.02587593
Industrial,8558.412424358834,26,Suburban,Premium,Slab,Pitched,0,0,0,34.59215106608535,1.0764931893843228,25674325.520412795
Industrial,4973.550778835544,5,Suburban,Luxury,Pile,Pitched,1,1,1,35.147984122682004,1.034505998970387,8325354.731264248
Residential,2547.587636591453,35,Rural,Luxury,Slab,Dome,0,1,0,25.292357312836586,0.945097765784815,9459830.205782142
Residential,8720.424022597863,28,Urban,Standard,Concrete,Pitched,1,1,1,44.381987129140384,1.0644577767365881,25548536.375681553
Commercial,4508.522024526388,29,Rural,Standard,Concrete,Flat,0,1,0,36.252809598230456,1.0216790492118482,9297621.26660624
Commercial,5196.691803903933,9,Urban,Luxury,Pile,Pitched,1,1,0,23.93239585114109,1.2741127715086988,24456496.025408037
Industrial,3656.4103570576804,38,Suburban,Standard,Slab,Pitched,1,1,1,42.98471304748334,1.002707893269509,9838351.257976558
Industrial,5970.213429205782,6,Urban,Luxury,Pile,Dome,0,0,1,47.97331935132053,1.204039822495793,17805933.581488
Residential,1718.8863385917255,19,Rural,Luxury,Concrete,Flat,1,0,1,48.419206977108864,0.8461245155223809,3816936.077938664
Industrial,3971.707212852431,44,Rural,Standard,Concrete,Dome,0,1,0,31.070531972335182,0.9339024096875601,7966735.803843828
Commercial,9697.181991119347,11,Urban,Standard,Slab,Pitched,0,1,1,24.065506206822622,1.0851836901279441,21697623.5369741
Commercial,2655.5209837411626,2,Suburban,Premium,Slab,Pitched,0,0,0,35.55198879899196,1.4558644777360867,4322260.986112116
Residential,6601.692978958793,47,Suburban,Premium,Slab,Dome,0,0,0,23.37827688047662,1.0640763900009869,33649659.45815447
Commercial,3319.3816358244794,44,Rural,Premium,Pile,Dome,1,0,1,48.01962255537852,1.2648518848398838,19215625.726075683
Commercial,7757.383944297347,44,Urban,Luxury,Slab,Dome,0,1,0,25.50738882065438,0.9785610556949788,68331902.46956389
Commercial,1395.6492411116633,9,Suburban,Standard,Slab,Flat,1,1,1,27.58297579853492,0.8889235031812622,1842505.9699121725
Commercial,9701.228346277592,21,Suburban,Luxury,Concrete,Pitched,1,1,0,32.19909580654911,0.8409756200560351,38566066.337240234
Residential,4592.5164596980285,24,Rural,Standard,Concrete,Dome,0,1,1,31.494934056773772,1.013789448979926,6424737.732240786
Residential,2436.899587129993,34,Suburban,Luxury,Slab,Pitched,0,0,0,43.83988677193667,0.9103627187578356,10280206.437478958
Industrial,827.6177985671253,22,Urban,Premium,Slab,Flat,0,0,0,33.68950461652887,0.921807313611287,2527235.0328141083
Commercial,1780.6032603666533,3,Rural,Premium,Concrete,Flat,0,0,1,25.123047800100107,1.332531515870865,2506455.369779826
Industrial,5245.762090704575,12,Rural,Premium,Slab,Flat,1,0,0,28.016296864582223,0.811086649661412,6354930.93255144
Residential,3436.3314466697343,28,Urban,Luxury,Pile,Flat,0,1,1,35.27340155562566,1.190467088014804,20012759.57180106
Residential,8305.945322237834,30,Rural,Standard,Pile,Pitched,1,1,0,24.42361752278405,1.0656229664154253,18329223.25025451
Residential,4365.786484251878,26,Suburban,Standard,Pile,Flat,0,0,0,38.349670269380425,1.1545849999359832,8805524.379304694
Residential,2562.271298617536,48,Suburban,Premium,Slab,Flat,0,0,0,36.972419196534375,1.193981166050222,14913694.013332518
Residential,6209.735367379898,21,Urban,Premium,Concrete,Dome,0,0,1,41.44106949146773,1.0193573861200949,16897545.072820824
Residential,7097.094447165913,28,Suburban,Premium,Slab,Flat,0,0,1,48.13113846138103,1.0065762021289997,18936708.96266028
Residential,1753.7148882194035,26,Urban,Premium,Slab,Dome,1,0,1,47.367636833034666,1.3133812945344339,10611202.53340744
Commercial,1759.4302412543448,33,Urban,Standard,Concrete,Flat,1,1,1,48.382268542064935,1.40989389168481,9673638.257853912
Industrial,463.0471266420754,21,Suburban,Luxury,Concrete,Flat,0,1,1,27.341467910711028,0.9348071427209695,1638746.5896498726
Residential,7390.379949149841,35,Urban,Luxury,Concrete,Dome,1,0,0,23.94695919918064,0.8683331323746043,38551962.899482384
Commercial,6671.664823455871,34,Suburban,Luxury,Pile,Flat,1,0,0,29.068301014893457,1.4284570644744181,65293446.120071836
Commercial,4798.845669923157,41,Rural,Luxury,Slab,Pitched,0,0,1,46.852555182989434,1.044926824553179,28234864.288643215
Industrial,8457.28744479505,47,Rural,Premium,Concrete,Pitched,0,1,0,49.16160423870465,1.18592217346397,42035758.09094869
Residential,8076.134514205526,18,Urban,Premium,Slab,Flat,1,1,0,45.77974853211428,1.0516802011640025,20697665.834945153
Industrial,5895.008207527846,11,Suburban,Premium,Pile,Pitched,1,1,0,23.30053163382631,0.8880616354422359,10774193.993592277
Residential,8695.88567708126,23,Suburban,Luxury,Pile,Dome,1,0,0,48.4228399417938,1.2125321514634098,35670094.84454094
Commercial,2137.827979364006,48,Rural,Premium,Concrete,Flat,1,1,1,32.70074082052358,1.1675985962387407,13293855.36780178
Commercial,1208.004232037506,22,Rural,Premium,Concrete,Flat,0,0,0,20.27930872287061,0.9420954914338381,2353391.534728275
Commercial,2770.521154018197,17,Suburban,Standard,Slab,Dome,0,1,1,33.27181222244581,1.1163083312565945,6061788.166705302
Commercial,665.159875284217,5,Urban,Standard,Concrete,Dome,1,1,1,21.382075090264028,1.3578632528109522,904378.4666138922
Industrial,5358.578327210217,44,Rural,Premium,Slab,Dome,0,1,0,36.31633763483353,1.2132982721755239,23208165.236385953
Residential,9372.396353720118,11,Urban,Standard,Concrete,Flat,1,0,1,30.15662082311154,0.8678421289468965,9104139.453833023
Residential,489.5010526182455,30,Urban,Standard,Slab,Dome,1,0,0,34.203048007821465,1.1836150480603946,1552465.5178117729
Industrial,1308.8881486992652,15,Rural,Premium,Slab,Dome,0,1,0,38.39511082229351,1.2919168095027107,2893718.1914736787
Residential,4576.770380006009,27,Urban,Premium,Slab,Pitched,1,0,0,46.064032874534604,1.3548923840465261,20010692.04449689
Commercial,9345.362673526259,35,Urban,Premium,Slab,Pitched,1,0,1,39.85704729415786,1.2403823050439868,74740027.75345936
Residential,3229.94543926983,33,Suburban,Premium,Pile,Flat,0,0,1,33.021466054345424,0.9068607151785486,8771343.508800691
Commercial,5121.624606015085,20,Urban,Luxury,Slab,Pitched,0,0,1,44.58283561011095,1.2971212866131125,22100023.713027876
Industrial,511.57130459888174,16,Suburban,Luxury,Concrete,Pitched,1,0,0,47.167464127193966,1.2741392922570616,2057933.3905596612
Residential,1568.5976895246797,34,Rural,Premium,Pile,Dome,1,0,0,23.592798992965918,0.8170988180584433,2925220.8605375453
Industrial,9867.638217292584,2,Rural,Standard,Pile,Dome,0,0,0,35.95798932658374,1.0882233673131703,5179326.403766609
Residential,9654.675094716851,35,Suburban,Premium,Slab,Pitched,1,1,1,28.535358792273325,1.0330651728736613,35212408.76940806
Commercial,148.9058112506552,40,Rural,Premium,Pile,Pitched,1,0,0,21.41183593630842,1.2685884449775504,663393.7692275359
Industrial,9522.936675690065,28,Urban,Standard,Slab,Pitched,0,0,0,40.05640085341956,0.9512950686176446,21598516.84100216
Residential,6427.287384373453,47,Urban,Luxury,Concrete,Flat,0,1,1,45.88312332377677,1.213610346081981,48176153.81506986
Commercial,8692.39111574822,39,Urban,Premium,Slab,Flat,0,1,1,24.88707963432182,1.4392441732699206,76575288.88505389
Industrial,4601.924570775205,6,Rural,Premium,Pile,Flat,0,1,1,44.37240972871702,1.3584616605460256,6083449.693217645
Industrial,5204.400682934577,9,Urban,Luxury,Concrete,Pitched,0,1,0,45.60187200610825,1.4450204153515713,19485732.528768178
Residential,4939.58114454351,20,Rural,Luxury,Slab,Pitched,0,0,0,47.430213279994504,1.4849541768528831,19649736.733526684
Residential,6701.956149706433,1,Urban,Standard,Concrete,Flat,1,1,0,27.958552672581572,0.807469088904314,4164973.9499748126
Residential,1482.5474220874978,8,Suburban,Luxury,Concrete,Flat,1,1,1,47.11859195569668,1.2359188934642344,3608565.0463592103
Commercial,396.73853973951174,23,Rural,Luxury,Pile,Pitched,0,0,1,29.619882642092968,1.0889875784312344,1362888.7829247636
Residential,3148.50642175279,3,Rural,Luxury,Concrete,Dome,0,0,1,36.570140403665086,1.4018981432345852,4756780.230933157
Industrial,7076.339551092802,4,Urban,Standard,Pile,Flat,1,0,1,21.515224124968462,0.9762702914063922,6360964.794119554
Industrial,2098.3491760171887,25,Rural,Luxury,Concrete,Pitched,1,1,0,21.316432651062307,1.4867206423805532,10600647.029808884
Residential,6766.981089916681,47,Rural,Luxury,Slab,Pitched,1,0,0,41.61119638196609,1.2295955786806232,33005700.84786216
Residential,9702.129256461978,38,Suburban,Standard,Concrete,Dome,0,1,0,33.33439933933373,1.3554761815601817,35133632.59736466
Industrial,1029.617086315242,15,Suburban,Luxury,Slab,Pitched,0,0,0,27.688771261076525,0.8599196869759379,2442904.632319588
Commercial,6758.76097042875,21,Urban,Luxury,Slab,Pitched,1,0,0,25.712404880747307,0.9284205193312056,38900063.479816414
Residential,4493.127171115254,35,Suburban,Standard,Concrete,Flat,0,1,0,40.09860472577654,1.3308825711239423,15668215.398024613
Residential,8694.608318337303,46,Urban,Premium,Slab,Flat,0,0,0,20.012046320760195,0.8153905654275265,37754135.554571286
Industrial,1853.7829155291206,14,Urban,Standard,Concrete,Dome,0,0,0,44.176735075905626,1.371814590125648,3978238.9066702942
Residential,6956.996927039028,36,Urban,Luxury,Concrete,Dome,1,0,1,22.377488183897864,0.809764313084338,30875021.049610805
Commercial,8397.341367516292,12,Rural,Luxury,Slab,Pitched,1,0,1,25.744688447243583,1.2599831873428913,28370370.32626218
Industrial,9451.68077279283,17,Suburban,Luxury,Slab,Flat,0,0,0,31.587091858972688,1.0555657441622641,28951356.289282188
Residential,6864.155480067494,39,Urban,Standard,Pile,Dome,0,1,1,34.54576219148311,1.2280463969034394,29078781.151137266
Industrial,5022.03016368343,9,Suburban,Luxury,Slab,Dome,0,1,0,30.649853474418254,1.2872219848923796,14473847.377617225
Residential,6216.687677992017,35,Urban,Luxury,Pile,Dome,0,0,0,29.621364949528818,1.039732653430413,36328013.998210676
Residential,8702.159346339311,13,Suburban,Standard,Slab,Pitched,0,1,1,48.917480362195654,0.875573713677585,9752961.71400663
Residential,5749.036491724414,15,Suburban,Premium,Concrete,Flat,1,1,0,39.24739043730183,0.848752107423786,8984779.39778702
Commercial,400.8318909986849,18,Urban,Premium,Slab,Dome,0,1,0,20.702988661021646,1.2122552157937836,1472008.9724896676
Commercial,9316.39208551908,33,Rural,Luxury,Concrete,Flat,0,0,0,32.905277253329395,1.1644587476138781,43388136.80242843
Industrial,6926.314835212455,6,Suburban,Standard,Concrete,Dome,0,0,0,46.250260992319106,1.3195407063847928,8885289.486412019
Residential,6797.48251919474,27,Rural,Luxury,Concrete,Dome,1,0,0,29.04368559232004,1.156814857002756,22128236.875936937
Residential,2235.1840087374,23,Rural,Standard,Pile,Flat,1,1,0,22.83669034323165,1.0957120530216153,3209208.9080174603
Commercial,6622.966155303307,27,Urban,Standard,Slab,Flat,0,1,0,42.75154314769753,1.0786610247653616,22377386.72284107
Residential,3999.257615976169,34,Urban,Premium,Concrete,Flat,1,0,1,38.18041495808244,0.8185128318183673,13533273.582752476
Commercial,6547.206472710772,46,Urban,Premium,Concrete,Pitched,1,0,1,37.10937523479512,1.03489004118766,45740190.09880356
Residential,1155.2710000491081,38,Suburban,Standard,Pile,Dome,1,1,0,21.60729678822224,1.483214110267146,4240092.708107831
Industrial,6612.668515570057,14,Urban,Luxury,Slab,Pitched,1,1,1,24.21497029386552,1.4114889033589622,25032759.568131164
Residential,9994.195885129599,36,Urban,Premium,Slab,Flat,1,0,0,38.67648188639342,1.0305646469239524,40443659.36145964
Residential,577.2991847195046,8,Suburban,Luxury,Pile,Dome,1,1,0,26.234715243765073,1.2114567835464605,1522335.6561679936
Commercial,9774.024423791041,35,Suburban,Premium,Pile,Pitched,0,1,0,35.12210239245273,1.3931077218748458,58214509.34144115
Residential,4128.388811156419,19,Urban,Premium,Slab,Dome,1,1,0,36.34645058088181,1.108892035725048,10466359.53863945
Residential,8720.459158338866,30,Urban,Luxury,Pile,Pitched,1,1,1,28.505215708128183,0.8125705046251057,33738433.624576665
Commercial,7845.616292176907,14,Urban,Premium,Slab,Flat,0,1,1,48.452754666244786,0.852157323273048,20433133.76855038
Industrial,5713.460983768011,20,Urban,Premium,Slab,Pitched,0,1,1,45.273923205067256,1.1572749049440947,21332985.5848697
Industrial,7410.647171588133,49,Rural,Luxury,Concrete,Dome,0,1,1,41.67120522898395,1.4786075629731148,58010802.16547914
Commercial,8797.304056883344,25,Rural,Premium,Concrete,Dome,0,0,0,22.339815992282272,1.2852466795532074,28739919.626239505
Commercial,4100.989184345226,40,Urban,Premium,Slab,Dome,1,0,1,23.183900579270585,0.8496413340069987,18769691.482564528
Commercial,3337.628299476063,24,Rural,Premium,Slab,Dome,1,1,0,34.78344037594867,0.932552613054304,9255802.843785366
Commercial,6709.174517079488,14,Suburban,Luxury,Slab,Flat,1,1,0,24.82140047572957,1.3399262002517949,32875702.353937935
Commercial,8097.67482521846,26,Rural,Standard,Slab,Pitched,1,1,1,49.34796390588422,1.3890078319693715,26220950.10411403
Industrial,7646.622834288496,38,Rural,Luxury,Slab,Flat,0,0,0,24.755607020822282,1.2323862103320136,35384533.58723333
Industrial,7998.355123700481,23,Urban,Standard,Slab,Flat,1,0,1,34.62403506391922,1.2510962187408716,26529445.02004065
Commercial,4412.274816648037,22,Rural,Premium,Pile,Flat,1,1,1,30.923631705245164,0.8198362152683693,9903650.65164976
Residential,8196.558740132714,48,Rural,Standard,Slab,Dome,0,0,1,39.181592643622935,1.379971181707056,26837509.084056504
Commercial,1290.0696481690236,19,Rural,Luxury,Pile,Dome,1,1,1,23.871092266682748,1.3517926457195808,6320513.6974222185
Residential,5490.44206981241,46,Rural,Luxury,Pile,Dome,1,1,1,32.90949284127173,0.9813246008723431,25186745.357413746
Commercial,157.01073893140355,3,Suburban,Premium,Slab,Pitched,1,1,0,28.241150984214308,1.2960737039758548,218594.33060390473
Commercial,3313.399716012676,42,Urban,Standard,Slab,Dome,1,1,1,46.63254574015064,0.9503982244974987,15082910.136827862
Industrial,3727.969195226839,19,Urban,Premium,Pile,Pitched,0,1,1,21.217571364040854,0.8282311127360591,9637731.384256592
Residential,4022.1096469316285,9,Suburban,Premium,Pile,Dome,0,1,0,47.41182482019378,0.9407955798132641,5353845.379353478
Residential,6985.125346229635,28,Rural,Luxury,Slab,Dome,0,1,1,44.98982415659001,0.9250402137280097,21921679.204005923
Industrial,3946.725202576423,20,Suburban,Standard,Slab,Flat,0,0,1,28.927121493224462,1.0364235977143932,7453567.115330052
Industrial,4542.066863963053,45,Rural,Standard,Pile,Flat,0,1,0,43.67871964031314,1.0929146480228207,10502614.103565456
Industrial,2451.686895655842,7,Suburban,Standard,Pile,Flat,1,0,0,20.936406810162428,1.1559772240483956,2788635.9394525634
Industrial,3795.192737130467,14,Urban,Standard,Pile,Pitched,1,1,1,49.005966508801805,1.1337277128558299,5806024.549242877
Residential,2349.9693099051997,9,Urban,Premium,Concrete,Pitched,0,1,0,35.79784827769368,0.9894722241757026,4044768.83517847
Residential,824.639645307592,19,Urban,Premium,Pile,Dome,0,0,1,29.09843078196336,0.8204194680018522,1733977.4532602218
Commercial,6074.141074475641,47,Rural,Luxury,Concrete,Pitched,0,0,0,30.877496377840313,1.2235711355660055,46224988.1500395
Commercial,6715.306705694661,14,Rural,Premium,Slab,Dome,1,1,1,21.99216060381492,1.0770213808931481,13332928.973923126
Industrial,6232.954425495183,38,Suburban,Premium,Slab,Pitched,0,0,1,49.680485421261174,1.009070510171285,24333744.142718103
Industrial,4688.591033625667,36,Suburban,Luxury,Pile,Pitched,1,1,1,21.178758354520774,1.4068587299813586,24977687.76560841
Industrial,3859.879223774375,40,Urban,Luxury,Slab,Pitched,1,1,0,39.64721369443577,1.322720315458712,38474540.89212619
Commercial,8647.00313076107,17,Rural,Luxury,Slab,Flat,1,0,1,33.282077831193746,1.4004358838607096,36096009.43409881
Commercial,5238.909672848558,30,Suburban,Premium,Slab,Pitched,1,0,0,48.46748654566145,1.1464879562987227,24810569.28248633
Commercial,4843.900588534337,9,Rural,Premium,Slab,Flat,0,0,1,27.379992209203856,0.8916518764887442,5553840.042562783
Commercial,353.8564514837133,33,Rural,Luxury,Concrete,Flat,1,0,1,35.96260471814034,1.2873550052848908,2268658.4630632955
Commercial,3478.353493498948,25,Urban,Luxury,Concrete,Pitched,1,1,1,34.47068625748259,0.9442516459560227,23052032.47167058
Commercial,3863.936625979985,14,Urban,Luxury,Pile,Dome,0,0,1,41.08599332150304,1.1088607683642018,16059691.221533483
Commercial,4048.345530879315,11,Rural,Premium,Pile,Dome,1,0,1,22.040306958572614,0.845500552264222,6395110.752555272
Industrial,5843.70645535059,35,Rural,Premium,Pile,Dome,1,0,0,25.813673900700646,1.3777158816960877,22921078.10435915
Industrial,5382.665212596096,41,Rural,Standard,Slab,Pitched,1,0,0,26.436944602785495,0.8881584487332504,11177617.841193639
Industrial,6118.260418655102,14,Rural,Premium,Slab,Dome,0,0,0,42.14452264525069,1.432168254934517,11754166.664994715
Industrial,7672.34428926707,30,Urban,Premium,Concrete,Flat,1,1,1,25.674160889802202,1.40496142158309,50799589.76518987
Commercial,8148.558813289325,41,Suburban,Premium,Concrete,Dome,1,1,1,37.204752916729305,1.1252079351074722,51097772.84110713
Residential,7209.418454642295,4,Urban,Luxury,Pile,Pitched,0,0,0,26.45731461502861,1.3210577430127934,14049508.431182621
Commercial,9559.684589953853,4,Suburban,Premium,Concrete,Dome,0,0,1,45.848748502519356,1.2336115516727073,15102704.561206842
Residential,280.50256849598014,28,Rural,Luxury,Concrete,Flat,1,1,1,48.26556363468916,1.3621529496364215,1289163.0978126666
Industrial,2038.2020582671064,8,Suburban,Standard,Concrete,Pitched,1,0,1,35.55478924826721,1.1022635705501385,2602158.1063096575
Commercial,174.87246228360698,2,Urban,Standard,Concrete,Dome,0,1,0,30.56926652627535,1.350065938971045,261284.39984064817
Industrial,6509.99967013057,41,Urban,Luxury,Concrete,Pitched,1,1,0,27.021733250524974,1.1237197719456036,52546671.5716198
Commercial,8990.50243460487,46,Rural,Luxury,Pile,Pitched,0,0,0,21.493430045691312,1.4586760514899557,65954463.72319868
Industrial,2510.474736105363,22,Urban,Luxury,Pile,Pitched,1,1,0,28.05500228592486,1.1404604705776034,13391258.122120392
Residential,9277.641993483436,41,Rural,Premium,Concrete,Dome,0,0,0,39.62707339835954,1.1238334903536107,37599862.73270556
Residential,696.6471638666525,16,Urban,Standard,Pile,Pitched,1,0,1,36.00850793927633,1.349550303094459,1315883.915679258
Residential,9350.916665374592,29,Urban,Luxury,Slab,Dome,0,1,1,48.321238348427826,1.3751043842325865,57187496.98254866
Commercial,3581.0646036723806,49,Rural,Premium,Concrete,Flat,0,1,1,31.888317874751017,1.1881423800248196,21828279.645825494
Residential,1104.0662016472434,48,Suburban,Standard,Slab,Dome,0,0,1,40.81590026985184,0.9258584694465528,3070138.0348014147
Commercial,4910.130415944624,30,Urban,Premium,Pile,Flat,0,1,0,34.67968242425364,1.1274307616703056,25230543.879538424
Residential,2642.0880204330288,12,Suburban,Standard,Pile,Dome,0,0,0,35.37728647772635,1.4776507520367748,4389019.405247102
Residential,2920.241729423036,35,Urban,Premium,Slab,Pitched,1,1,1,28.033229438123527,1.3270903351274295,19006679.073817335
Commercial,3142.170652770237,11,Urban,Standard,Pile,Dome,1,1,0,33.64852330525999,1.3678138227153926,7538854.258185406
Commercial,8049.956388543368,46,Urban,Standard,Concrete,Pitched,0,0,1,34.123549910381215,0.8229778491734682,28967444.815602288
Residential,5437.696639085019,21,Urban,Premium,Slab,Flat,1,0,1,41.19927565246802,1.127501623843912,19399108.185279902
Commercial,3181.9462216444363,21,Suburban,Luxury,Concrete,Dome,1,0,1,48.219199975583415,1.2526347935602888,16737927.448194664
Residential,6142.304454778092,5,Suburban,Standard,Slab,Pitched,1,1,1,29.879638324475128,1.3810228785396523,7819945.612836211
Commercial,7189.891674809616,48,Urban,Luxury,Pile,Flat,1,0,0,21.26601405743895,0.8344915575079401,68554204.58059417
Industrial,2798.9776072619843,20,Urban,Premium,Slab,Flat,1,0,1,34.88885376501919,1.3967072199493111,11324755.28700014
Industrial,4194.13610510098,37,Suburban,Luxury,Slab,Dome,1,1,0,36.33383996447506,1.1838806557193382,24292616.644987974
Industrial,1306.6723240357808,3,Rural,Luxury,Concrete,Flat,0,1,1,25.053216533957457,0.938119779403242,1528055.6051094597
Industrial,1893.3785603933352,44,Rural,Luxury,Pile,Pitched,1,0,1,42.813938188282,1.02207865151479,8582818.405494522
Industrial,6843.06675425333,33,Suburban,Luxury,Concrete,Flat,1,0,1,49.547873253244745,0.9973506862260926,30070444.480409734
Residential,1896.2396421867068,9,Urban,Luxury,Pile,Flat,1,0,1,48.37324151025383,1.1716013240019332,4313282.536664563
Industrial,5299.117498303895,9,Urban,Standard,Concrete,Pitched,0,0,0,25.913181164709567,0.8361799759377924,5344095.759859117
Industrial,7119.557991052084,4,Rural,Standard,Slab,Flat,1,1,1,46.26089719702282,0.9109753109499465,4392703.876268562
Industrial,1158.081538637964,35,Rural,Standard,Concrete,Flat,1,1,0,41.13480909235054,1.3688851303630476,3219044.532557728
Industrial,5716.390974326145,17,Suburban,Premium,Pile,Flat,1,0,1,33.615396914207345,0.8928227935227677,13868541.982325833
Commercial,2639.9715586435013,34,Rural,Luxury,Pile,Flat,0,0,1,36.218329829741876,0.9633773886206889,13432922.113388792
Residential,9632.97606485204,24,Suburban,Standard,Slab,Pitched,1,0,1,45.488005249473744,1.11735942392291,23377072.69931064
Industrial,4887.101902527254,32,Rural,Premium,Pile,Flat,0,1,0,34.4040481891512,1.1619846216793315,16289143.336807959
Industrial,8079.326242774066,1,Rural,Standard,Concrete,Pitched,1,0,1,31.196221073153808,1.334527335729911,6250684.575010897
Industrial,5547.242767346991,8,Rural,Standard,Slab,Flat,0,0,1,34.79742479077957,1.1131326986663315,5142328.284952261
Residential,529.7840752627097,45,Urban,Luxury,Pile,Flat,0,1,1,37.37389412105148,1.3529052347248771,5073463.441782743
Commercial,6368.198618380821,23,Urban,Premium,Pile,Flat,0,1,1,25.672329613350463,1.2328424149318202,30358014.918259215
Residential,9518.893087845905,47,Urban,Luxury,Concrete,Flat,1,0,1,47.027231908009725,0.8791698175966758,47431750.05311699
Commercial,6055.957019448679,40,Rural,Luxury,Concrete,Pitched,0,0,0,40.22560846488841,0.909432006874987,30464034.707752507
Industrial,8209.969708325223,12,Suburban,Standard,Slab,Pitched,0,1,0,38.998067520124664,1.1059236078148396,12621914.190899583
Industrial,8853.643987149237,12,Suburban,Luxury,Pile,Pitched,0,0,1,22.984886785419143,1.0778225751623278,19961487.842503123
Residential,2357.9897422944314,46,Suburban,Premium,Concrete,Dome,0,0,1,38.125218145177755,1.3204809887461062,13326070.750264661
